PresentId,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8
1000,1,1,1,26,23,1,26,1,1,1,23,1,26,23,20,1,1,20,26,1,20,1,23,20
999,32,1,1,38,8,1,38,1,1,32,8,1,38,8,7,32,1,7,38,1,7,32,8,7
998,64,1,1,154,168,1,154,1,1,64,168,1,154,168,92,64,1,92,154,1,92,64,168,92
997,256,1,1,258,10,1,258,1,1,256,10,1,258,10,3,256,1,3,258,1,3,256,10,3
996,512,1,1,516,10,1,516,1,1,512,10,1,516,10,10,512,1,10,516,1,10,512,10,10
995,256,16,1,339,224,1,339,16,1,256,224,1,339,224,102,256,16,102,339,16,102,256,224,102
994,512,16,1,578,207,1,578,16,1,512,207,1,578,207,180,512,16,180,578,16,180,512,207,180
993,1,256,1,147,400,1,147,256,1,1,400,1,147,400,112,1,256,112,147,256,112,1,400,112
992,32,16,1,41,29,1,41,16,1,32,29,1,41,29,12,32,16,12,41,16,12,32,29,12
991,1,32,1,5,64,1,5,32,1,1,64,1,5,64,24,1,32,24,5,32,24,1,64,24
990,8,32,1,17,45,1,17,32,1,8,45,1,17,45,82,8,32,82,17,32,82,8,45,82
989,8,64,1,41,90,1,41,64,1,8,90,1,41,90,95,8,64,95,41,64,95,8,90,95
988,256,256,1,379,353,1,379,256,1,256,353,1,379,353,205,256,256,205,379,256,205,256,353,205
987,512,256,1,577,408,1,577,256,1,512,408,1,577,408,247,512,256,247,577,256,247,512,408,247
986,32,32,1,41,37,1,41,32,1,32,37,1,41,37,5,32,32,5,41,32,5,32,37,5
985,1,512,1,198,749,1,198,512,1,1,749,1,198,749,123,1,512,123,198,512,123,1,749,123
984,256,512,1,319,519,1,319,512,1,256,519,1,319,519,28,256,512,28,319,512,28,256,519,28
983,1,128,1,8,134,1,8,128,1,1,134,1,8,134,9,1,128,9,8,128,9,1,134,9
982,16,128,1,22,129,1,22,128,1,16,129,1,22,129,7,16,128,7,22,128,7,16,129,7
981,32,128,1,37,169,1,37,128,1,32,169,1,37,169,88,32,128,88,37,128,88,32,169,88
980,512,512,1,545,543,1,545,512,1,512,543,1,545,543,66,512,512,66,545,512,66,512,543,66
979,1,128,10,26,167,10,26,128,10,1,167,10,26,167,32,1,128,32,26,128,32,1,167,32
978,1,1,25,7,70,25,7,1,25,1,70,25,7,70,89,1,1,89,7,1,89,1,70,89
977,256,1,4,262,4,4,262,1,4,256,4,4,262,4,9,256,1,9,262,1,9,256,4,9
976,256,8,4,265,15,4,265,8,4,256,15,4,265,15,9,256,8,9,265,8,9,256,15,9
975,256,512,29,309,564,29,309,512,29,256,564,29,309,564,52,256,512,52,309,512,52,256,564,52
974,256,512,53,444,753,53,444,512,53,256,753,53,444,753,183,256,512,183,444,512,183,256,753,183
973,256,1,10,318,6,10,318,1,10,256,6,10,318,6,43,256,1,43,318,1,43,256,6,43
972,32,32,6,41,36,6,41,32,6,32,36,6,41,36,10,32,32,10,41,32,10,32,36,10
971,32,32,11,55,51,11,55,32,11,32,51,11,55,51,59,32,32,59,55,32,59,32,51,59
970,32,1,8,37,6,8,37,1,8,32,6,8,37,6,9,32,1,9,37,1,9,32,6,9
969,32,1,10,54,13,10,54,1,10,32,13,10,54,13,19,32,1,19,54,1,19,32,13,19
968,512,512,67,684,633,67,684,512,67,512,633,67,684,633,214,512,512,214,684,512,214,512,633,214
967,1,128,33,12,186,33,12,128,33,1,186,33,12,186,89,1,128,89,12,128,89,1,186,89
966,1,1,93,67,38,93,67,1,93,1,38,93,67,38,159,1,1,159,67,1,159,1,38,159
965,16,128,89,44,192,89,44,128,89,16,192,89,44,192,127,16,128,127,44,128,127,16,192,127
964,128,1,93,243,176,93,243,1,93,128,176,93,243,176,175,128,1,175,243,1,175,128,176,175
963,256,1,103,429,173,103,429,1,103,256,173,103,429,173,221,256,1,221,429,1,221,256,173,221
962,64,64,93,119,91,93,119,64,93,64,91,93,119,91,149,64,64,149,119,64,149,64,91,149
961,1,128,90,8,167,90,8,128,90,1,167,90,8,167,142,1,128,142,8,128,142,1,167,142
960,1,256,113,183,481,113,183,256,113,1,481,113,183,481,292,1,256,292,183,256,292,1,481,292
959,1,512,124,113,695,124,113,512,124,1,695,124,113,695,310,1,512,310,113,512,310,1,695,310
958,64,128,93,113,187,93,113,128,93,64,187,93,113,187,104,64,128,104,113,128,104,64,187,104
957,512,1,11,514,8,11,514,1,11,512,8,11,514,8,17,512,1,17,514,1,17,512,8,17
956,1,1,176,180,228,176,180,1,176,1,228,176,180,228,393,1,1,393,180,1,393,1,228,393
955,512,1,18,513,9,18,513,1,18,512,9,18,513,9,26,512,1,26,513,1,26,512,9,26
954,512,1,27,519,8,27,519,1,27,512,8,27,519,8,33,512,1,33,519,1,33,512,8,33
953,128,512,124,150,542,124,150,512,124,128,542,124,150,542,180,128,512,180,150,512,180,128,542,180
952,512,1,34,515,9,34,515,1,34,512,9,34,515,9,39,512,1,39,515,1,39,512,9,39
951,512,1,181,749,178,181,749,1,181,512,178,181,749,178,417,512,1,417,749,1,417,512,178,417
950,128,512,181,129,514,181,129,512,181,128,514,181,129,514,187,128,512,187,129,512,187,128,514,187
949,256,512,184,484,661,184,484,512,184,256,661,184,484,661,329,256,512,329,484,512,329,256,661,329
948,128,512,188,163,517,188,163,512,188,128,517,188,163,517,222,128,512,222,163,512,222,128,517,222
947,256,256,206,263,258,206,263,256,206,256,258,206,263,258,211,256,256,211,263,256,211,256,258,211
946,256,256,212,292,260,212,292,256,212,256,260,212,292,260,213,256,256,213,292,256,213,256,260,213
945,256,256,214,268,285,214,268,256,214,256,285,214,268,285,240,256,256,240,268,256,240,256,285,240
944,512,512,215,536,523,215,536,512,215,512,523,215,536,523,220,512,512,220,536,512,220,512,523,220
943,512,512,221,529,561,221,529,512,221,512,561,221,529,561,276,512,512,276,529,512,276,512,561,276
942,256,1,222,267,7,222,267,1,222,256,7,222,267,7,301,256,1,301,267,1,301,256,7,301
941,256,8,222,500,195,222,500,8,222,256,195,222,500,195,440,256,8,440,500,8,440,256,195,440
940,128,512,223,137,514,223,137,512,223,128,514,223,137,514,232,128,512,232,137,512,232,128,514,232
939,128,512,233,135,513,233,135,512,233,128,513,233,135,513,235,128,512,235,135,512,235,128,513,235
938,128,512,236,146,548,236,146,512,236,128,548,236,146,548,258,128,512,258,146,512,258,128,548,258
937,256,256,241,466,427,241,466,256,241,256,427,241,466,427,316,256,256,316,466,256,316,256,427,316
936,512,256,248,515,265,248,515,256,248,512,265,248,515,265,256,512,256,256,515,256,256,512,265,256
935,512,256,257,516,261,257,516,256,257,512,261,257,516,261,265,512,256,265,516,256,265,512,261,265
934,128,512,259,163,554,259,163,512,259,128,554,259,163,554,282,128,512,282,163,512,282,128,554,282
933,512,256,266,673,464,266,673,256,266,512,464,266,673,464,512,512,256,512,673,256,512,512,464,512
932,512,512,277,525,546,277,525,512,277,512,546,277,525,546,285,512,512,285,525,512,285,512,546,285
931,128,512,283,143,556,283,143,512,283,128,556,283,143,556,312,128,512,312,143,512,312,128,556,312
930,512,512,286,518,515,286,518,512,286,512,515,286,518,515,293,512,512,293,518,512,293,512,515,293
929,1,256,293,2,260,293,2,256,293,1,260,293,2,260,301,1,256,301,2,256,301,1,260,301
928,4,256,293,6,262,293,6,256,293,4,262,293,6,262,298,4,256,298,6,256,298,4,262,298
927,8,256,293,51,297,293,51,256,293,8,297,293,51,297,324,8,256,324,51,256,324,8,297,324
926,64,256,293,65,260,293,65,256,293,64,260,293,65,260,300,64,256,300,65,256,300,64,260,300
925,128,256,293,187,292,293,187,256,293,128,292,293,187,292,299,128,256,299,187,256,299,128,292,299
924,512,512,294,513,517,294,513,512,294,512,517,294,513,517,301,512,512,301,513,512,301,512,517,301
923,128,256,300,181,269,300,181,256,300,128,269,300,181,269,365,128,256,365,181,256,365,128,269,365
922,512,512,302,578,579,302,578,512,302,512,579,302,578,579,316,512,512,316,578,512,316,512,579,316
921,64,256,301,70,261,301,70,256,301,64,261,301,70,261,307,64,256,307,70,256,307,64,261,307
920,64,256,308,88,296,308,88,256,308,64,296,308,88,296,354,64,256,354,88,256,354,64,296,354
919,256,1,302,261,7,302,261,1,302,256,7,302,261,7,304,256,1,304,261,1,304,256,7,304
918,1,256,302,5,262,302,5,256,302,1,262,302,5,262,310,1,256,310,5,256,310,1,262,310
917,256,1,305,265,2,305,265,1,305,256,2,305,265,2,309,256,1,309,265,1,309,256,2,309
916,1,512,311,21,521,311,21,512,311,1,521,311,21,521,368,1,512,368,21,512,368,1,521,368
915,32,512,311,56,519,311,56,512,311,32,519,311,56,519,345,32,512,345,56,512,345,32,519,345
914,256,256,317,470,366,317,470,256,317,256,366,317,470,366,495,256,256,495,470,256,495,256,366,495
913,64,512,311,104,521,311,104,512,311,64,521,311,104,521,374,64,512,374,104,512,374,64,521,374
912,128,512,313,143,528,313,143,512,313,128,528,313,143,528,366,128,512,366,143,512,366,128,528,366
911,512,512,317,571,520,317,571,512,317,512,520,317,571,520,372,512,512,372,571,512,372,512,520,372
910,256,1,310,260,7,310,260,1,310,256,7,310,260,7,314,256,1,314,260,1,314,256,7,314
909,1,256,325,37,293,325,37,256,325,1,293,325,37,293,379,1,256,379,37,256,379,1,293,379
908,256,512,330,274,576,330,274,512,330,256,576,330,274,576,339,256,512,339,274,512,339,256,576,339
907,256,512,340,390,760,340,390,512,340,256,760,340,390,760,555,256,512,555,390,512,555,256,760,555
906,64,256,355,108,268,355,108,256,355,64,268,355,108,268,437,64,256,437,108,256,437,64,268,437
905,128,256,366,170,295,366,170,256,366,128,295,366,170,295,374,128,256,374,170,256,374,128,295,374
904,32,512,346,55,530,346,55,512,346,32,530,346,55,530,381,32,512,381,55,512,381,32,530,381
903,256,1,315,258,7,315,258,1,315,256,7,315,258,7,317,256,1,317,258,1,317,256,7,317
902,128,512,367,218,673,367,218,512,367,128,673,367,218,673,447,128,512,447,218,512,447,128,673,447
901,512,512,373,578,546,373,578,512,373,512,546,373,578,546,399,512,512,399,578,512,399,512,546,399
900,128,256,375,169,297,375,169,256,375,128,297,375,169,297,384,128,256,384,169,256,384,128,297,384
899,1,512,369,5,519,369,5,512,369,1,519,369,5,519,374,1,512,374,5,512,374,1,519,374
898,64,512,375,127,532,375,127,512,375,64,532,375,127,532,435,64,512,435,127,512,435,64,532,435
897,1,1,394,231,91,394,231,1,394,1,91,394,231,91,545,1,1,545,231,1,545,1,91,545
896,256,1,318,262,4,318,262,1,318,256,4,318,262,4,324,256,1,324,262,1,324,256,4,324
895,128,256,385,224,412,385,224,256,385,128,412,385,224,412,597,128,256,597,224,256,597,128,412,597
894,512,512,400,659,702,400,659,512,400,512,702,400,659,702,575,512,512,575,659,512,575,512,702,575
893,1,128,394,233,224,394,233,128,394,1,224,394,233,224,511,1,128,511,233,128,511,1,224,511
892,512,1,418,576,232,418,576,1,418,512,232,418,576,232,560,512,1,560,576,1,560,512,232,560
891,1,256,380,50,284,380,50,256,380,1,284,380,50,284,426,1,256,426,50,256,426,1,284,426
890,8,512,369,13,549,369,13,512,369,8,549,369,13,549,393,8,512,393,13,512,393,8,549,393
889,256,1,441,451,65,441,451,1,441,256,65,441,451,65,569,256,1,569,451,1,569,256,65,569
888,1,512,448,161,688,448,161,512,448,1,688,448,161,688,697,1,512,697,161,512,697,1,688,697
887,1,256,438,86,453,438,86,256,438,1,453,438,86,453,563,1,256,563,86,256,563,1,453,563
886,256,128,441,260,130,441,260,128,441,256,130,441,260,130,444,256,128,444,260,128,444,256,130,444
885,256,128,445,261,134,445,261,128,445,256,134,445,261,134,449,256,128,449,261,128,449,256,134,449
884,256,128,450,261,160,450,261,128,450,256,160,450,261,160,543,256,128,543,261,128,543,256,160,543
883,256,256,496,332,386,496,332,256,496,256,386,496,332,386,575,256,256,575,332,256,575,256,386,575
882,1,128,512,68,177,512,68,128,512,1,177,512,68,177,571,1,128,571,68,128,571,1,177,571
881,128,128,512,164,172,512,164,128,512,128,172,512,164,172,596,128,128,596,164,128,596,128,172,596
880,512,256,513,533,298,513,533,256,513,512,298,513,533,298,579,512,256,579,533,256,579,512,298,579
879,256,128,544,260,136,544,260,128,544,256,136,544,260,136,551,256,128,551,260,128,551,256,136,551
878,256,512,556,392,665,556,392,512,556,256,665,556,392,665,744,256,512,744,392,512,744,256,665,744
877,1,1,546,25,33,546,25,1,546,1,33,546,25,33,598,1,1,598,25,1,598,1,33,598
876,32,1,546,53,43,546,53,1,546,32,43,546,53,43,571,32,1,571,53,1,571,32,43,571
875,64,1,546,65,5,546,65,1,546,64,5,546,65,5,554,64,1,554,65,1,554,64,5,554
874,512,1,561,713,249,561,713,1,561,512,249,561,713,249,795,512,1,795,713,1,795,512,249,795
873,256,128,552,386,249,552,386,128,552,256,249,552,386,249,778,256,128,778,386,128,778,256,249,778
872,128,1,546,133,5,546,133,1,546,128,5,546,133,5,548,128,1,548,133,1,548,128,5,548
871,1,256,564,127,469,564,127,256,564,1,469,564,127,469,686,1,256,686,127,256,686,1,469,686
870,32,1,572,113,166,572,113,1,572,32,166,572,113,166,742,32,1,742,113,1,742,32,166,742
869,128,8,546,131,13,546,131,8,546,128,13,546,131,13,554,128,8,554,131,8,554,128,13,554
868,128,16,546,136,23,546,136,16,546,128,23,546,136,23,547,128,16,547,136,16,547,128,23,547
867,128,32,546,159,45,546,159,32,546,128,45,546,159,45,598,128,32,598,159,32,598,128,45,598
866,1,64,546,5,67,546,5,64,546,1,67,546,5,67,548,1,64,548,5,64,548,1,67,548
865,8,64,546,22,86,546,22,64,546,8,86,546,22,86,639,8,64,639,22,64,639,8,86,639
864,128,64,546,149,99,546,149,64,546,128,99,546,149,99,570,128,64,570,149,64,570,128,99,570
863,128,16,548,135,25,548,135,16,548,128,25,548,135,25,550,128,16,550,135,16,550,128,25,550
862,256,1,570,417,82,570,417,1,570,256,82,570,417,82,716,256,1,716,417,1,716,256,82,716
861,128,1,549,153,5,549,153,1,549,128,5,549,153,5,568,128,1,568,153,1,568,128,5,568
860,128,16,551,135,21,551,135,16,551,128,21,551,135,21,560,128,16,560,135,16,560,128,21,560
859,256,256,576,445,502,576,445,256,576,256,502,576,445,502,817,256,256,817,445,256,817,256,502,817
858,512,512,576,672,720,576,672,512,576,512,720,576,672,720,783,512,512,783,672,512,783,512,720,783
857,512,256,580,580,462,580,580,256,580,512,462,580,580,462,788,512,256,788,580,256,788,512,462,788
856,128,64,598,221,306,598,221,64,598,128,306,598,221,306,724,128,64,724,221,64,724,128,306,724
855,1,64,549,5,65,549,5,64,549,1,65,549,5,65,554,1,64,554,5,64,554,1,65,554
854,128,1,569,150,28,569,150,1,569,128,28,569,150,28,606,128,1,606,150,1,606,128,28,606
853,1,64,555,2,67,555,2,64,555,1,67,555,2,67,557,1,64,557,2,64,557,1,67,557
852,1,512,698,230,755,698,230,512,698,1,755,698,230,755,899,1,512,899,230,512,899,1,755,899
851,1,128,572,10,140,572,10,128,572,1,140,572,10,140,610,1,128,610,10,128,610,1,140,610
850,1,1,599,28,17,599,28,1,599,1,17,599,28,17,628,1,1,628,28,1,628,1,17,628
849,4,64,555,5,68,555,5,64,555,4,68,555,5,68,556,4,64,556,5,64,556,4,68,556
848,1,256,687,82,453,687,82,256,687,1,453,687,82,453,920,1,256,920,82,256,920,1,453,920
847,1,64,558,5,71,558,5,64,558,1,71,558,5,71,567,1,64,567,5,64,567,1,71,567
846,128,1,607,160,41,607,160,1,607,128,41,607,160,41,649,128,1,649,160,1,649,128,41,649
845,128,1,650,169,44,650,169,1,650,128,44,650,169,44,679,128,1,679,169,1,679,128,44,679
844,1,64,568,3,68,568,3,64,568,1,68,568,3,68,576,1,64,576,3,64,576,1,68,576
843,1,1,743,237,247,743,237,1,743,1,247,743,237,247,917,1,1,917,237,1,917,1,247,917
842,256,1,717,258,10,717,258,1,717,256,10,717,258,10,723,256,1,723,258,1,723,256,10,723
841,256,16,717,263,23,717,263,16,717,256,23,717,263,23,723,256,16,723,263,16,723,256,23,723
840,256,512,745,408,650,745,408,512,745,256,650,745,408,650,970,256,512,970,408,512,970,256,650,970
839,256,32,717,299,69,717,299,32,717,256,69,717,299,69,807,256,32,807,299,32,807,256,69,807
838,256,1,724,291,10,724,291,1,724,256,10,724,291,10,762,256,1,762,291,1,762,256,10,762
837,256,16,724,264,24,724,264,16,724,256,24,724,264,24,726,256,16,726,264,16,726,256,24,726
836,128,256,725,137,260,725,137,256,725,128,260,725,137,260,734,128,256,734,137,256,734,128,260,734
835,256,16,727,259,21,727,259,16,727,256,21,727,259,21,732,256,16,732,259,16,732,256,21,732
834,256,128,779,390,193,779,390,128,779,256,193,779,390,193,963,256,128,963,390,128,963,256,193,963
833,128,256,735,154,299,735,154,256,735,128,299,735,154,299,790,128,256,790,154,256,790,128,299,790
832,512,512,784,698,658,784,698,512,784,512,658,784,698,658,973,512,512,973,698,512,973,512,658,973
831,256,16,733,258,18,733,258,16,733,256,18,733,258,18,737,256,16,737,258,16,737,256,18,737
830,512,256,789,556,295,789,556,256,789,512,295,789,556,295,867,512,256,867,556,256,867,512,295,867
829,128,256,791,135,298,791,135,256,791,128,298,791,135,298,823,128,256,823,135,256,823,128,298,823
828,512,1,796,580,127,796,580,1,796,512,127,796,580,127,917,512,1,917,580,1,917,512,127,917
827,256,16,738,262,22,738,262,16,738,256,22,738,262,22,744,256,16,744,262,16,744,256,22,744
826,256,16,745,276,20,745,276,16,745,256,20,745,276,20,803,256,16,803,276,16,803,256,20,803
825,256,1,763,263,9,763,263,1,763,256,9,763,263,9,766,256,1,766,263,1,766,256,9,766
824,512,128,796,549,182,796,549,128,796,512,182,796,549,182,823,512,128,823,549,128,823,512,182,823
823,256,256,818,456,414,818,456,256,818,256,414,818,456,414,908,256,256,908,456,256,908,256,414,908
822,256,1,767,272,7,767,272,1,767,256,7,767,272,7,780,256,1,780,272,1,780,256,7,780
821,512,128,868,716,375,868,716,128,868,512,375,868,716,375,1001,512,128,1001,716,128,1001,512,375,1001
820,256,1,804,293,30,804,293,1,804,256,30,804,293,30,821,256,1,821,293,1,821,256,30,821
819,256,32,808,276,39,808,276,32,808,256,39,808,276,39,868,256,32,868,276,32,868,256,39,868
818,256,64,808,283,100,808,283,64,808,256,100,808,283,100,867,256,64,867,283,64,867,256,100,867
817,256,1,822,264,10,822,264,1,822,256,10,822,264,10,831,256,1,831,264,1,831,256,10,831
816,256,1,869,387,66,869,387,1,869,256,66,869,387,66,1105,256,1,1105,387,1,1105,256,66,1105
815,128,256,824,131,263,824,131,256,824,128,263,824,131,263,825,128,256,825,131,256,825,128,263,825
814,128,256,826,170,306,826,170,256,826,128,306,826,170,306,844,128,256,844,170,256,844,128,306,844
813,128,256,845,134,264,845,134,256,845,128,264,845,134,264,848,128,256,848,134,256,848,128,264,848
812,1,512,900,187,679,900,187,512,900,1,679,900,187,679,1051,1,512,1051,187,512,1051,1,679,1051
811,128,256,849,190,315,849,190,256,849,128,315,849,190,315,869,128,256,869,190,256,869,128,315,869
810,128,256,870,159,292,870,159,256,870,128,292,870,159,292,931,128,256,931,159,256,931,128,292,931
809,256,256,909,287,294,909,287,256,909,256,294,909,287,294,949,256,256,949,287,256,949,256,294,949
808,1,1,918,140,116,918,140,1,918,1,116,918,140,116,1122,1,1,1122,140,1,1122,1,116,1122
807,512,1,918,515,10,918,515,1,918,512,10,918,515,10,922,512,1,922,515,1,922,512,10,922
806,512,16,918,513,17,918,513,16,918,512,17,918,513,17,926,512,16,926,513,16,926,512,17,926
805,512,32,918,530,99,918,530,32,918,512,99,918,530,99,930,512,32,930,530,32,930,512,99,930
804,1,128,918,28,163,918,28,128,918,1,163,918,28,163,923,1,128,923,28,128,923,1,163,923
803,1,128,932,144,310,932,144,128,932,1,310,932,144,310,1124,1,128,1124,144,128,1124,1,310,1124
802,512,1,927,562,22,927,562,1,927,512,22,927,562,22,976,512,1,976,562,1,976,512,22,976
801,512,32,931,518,41,931,518,32,931,512,41,931,518,41,933,512,32,933,518,32,933,512,41,933
800,512,64,931,515,69,931,515,64,931,512,69,931,515,69,933,512,64,933,515,64,933,512,69,933
799,512,32,934,571,74,934,571,32,934,512,74,934,571,74,958,512,32,958,571,32,958,512,74,958
798,256,256,950,284,289,950,284,256,950,256,289,950,284,289,992,256,256,992,284,256,992,256,289,992
797,512,32,959,516,36,959,516,32,959,512,36,959,516,36,966,512,32,966,516,32,966,512,36,966
796,256,128,964,305,197,964,305,128,964,256,197,964,305,197,1017,256,128,1017,305,128,1017,256,197,1017
795,512,64,959,517,71,959,517,64,959,512,71,959,517,71,966,512,64,966,517,64,966,512,71,966
794,512,32,967,531,42,967,531,32,967,512,42,967,531,42,989,512,32,989,531,32,989,512,42,989
793,512,64,967,519,73,967,519,64,967,512,73,967,519,73,972,512,64,972,519,64,972,512,73,972
792,256,512,971,317,578,971,317,512,971,256,578,971,317,578,989,256,512,989,317,512,989,256,578,989
791,512,512,974,628,611,974,628,512,974,512,611,974,628,611,1090,512,512,1090,628,512,1090,512,611,1090
790,512,64,973,519,70,973,519,64,973,512,70,973,519,70,978,512,64,978,519,64,978,512,70,978
789,512,64,979,548,98,979,548,64,979,512,98,979,548,98,986,512,64,986,548,64,986,512,98,986
788,512,1,977,535,10,977,535,1,977,512,10,977,535,10,1042,512,1,1042,535,1,1042,512,10,1042
787,512,64,987,561,84,987,561,64,987,512,84,987,561,84,1011,512,64,1011,561,64,1011,512,84,1011
786,512,16,977,526,29,977,526,16,977,512,29,977,526,29,995,512,16,995,526,16,995,512,29,995
785,256,512,990,365,582,990,365,512,990,256,582,990,365,582,1175,256,512,1175,365,512,1175,256,582,1175
784,512,32,990,513,40,990,513,32,990,512,40,990,513,40,997,512,32,997,513,32,997,512,40,997
783,256,256,993,285,308,993,285,256,993,256,308,993,285,308,1057,256,256,1057,285,256,1057,256,308,1057
782,512,128,1002,581,247,1002,581,128,1002,512,247,1002,581,247,1075,512,128,1075,581,128,1075,512,247,1075
781,512,16,996,518,21,996,518,16,996,512,21,996,518,21,999,512,16,999,518,16,999,512,21,999
780,512,32,998,517,33,998,517,32,998,512,33,998,517,33,1000,512,32,1000,517,32,1000,512,33,1000
779,512,16,1000,516,23,1000,516,16,1000,512,23,1000,516,23,1005,512,16,1005,516,16,1005,512,23,1005
778,512,256,1002,726,440,1002,726,256,1002,512,440,1002,726,440,1213,512,256,1213,726,256,1213,512,440,1213
777,512,16,1006,525,59,1006,525,16,1006,512,59,1006,525,59,1019,512,16,1019,525,16,1019,512,59,1019
776,512,64,1012,519,76,1012,519,64,1012,512,76,1012,519,76,1061,512,64,1061,519,64,1061,512,76,1061
775,256,128,1018,263,130,1018,263,128,1018,256,130,1018,263,130,1024,256,128,1024,263,128,1024,256,130,1024
774,512,16,1020,544,49,1020,544,16,1020,512,49,1020,544,49,1025,512,16,1025,544,16,1025,512,49,1025
773,256,128,1025,259,135,1025,259,128,1025,256,135,1025,259,135,1028,256,128,1028,259,128,1028,256,135,1028
772,512,16,1026,515,22,1026,515,16,1026,512,22,1026,515,22,1034,512,16,1034,515,16,1034,512,22,1034
771,256,128,1029,281,177,1029,281,128,1029,256,177,1029,281,177,1094,256,128,1094,281,128,1094,256,177,1094
770,1,512,1052,104,729,1052,104,512,1052,1,729,1052,104,729,1210,1,512,1210,104,512,1210,1,729,1210
769,256,256,1058,484,498,1058,484,256,1058,256,498,1058,484,498,1237,256,256,1237,484,256,1237,256,498,1237
768,512,1,1076,677,250,1076,677,1,1076,512,250,1076,677,250,1277,512,1,1277,677,1,1277,512,250,1277
767,128,512,1052,146,522,1052,146,512,1052,128,522,1052,146,522,1091,128,512,1091,146,512,1091,128,522,1091
766,512,512,1091,514,518,1091,514,512,1091,512,518,1091,514,518,1099,512,512,1099,514,512,1099,512,518,1099
765,128,512,1092,130,516,1092,130,512,1092,128,516,1092,130,516,1095,128,512,1095,130,512,1095,128,516,1095
764,256,128,1095,264,161,1095,264,128,1095,256,161,1095,264,161,1132,256,128,1132,264,128,1132,256,161,1132
763,512,512,1100,683,613,1100,683,512,1100,512,613,1100,683,613,1259,512,512,1259,683,512,1259,512,613,1259
762,256,1,1106,429,70,1106,429,1,1106,256,70,1106,429,70,1319,256,1,1319,429,1,1319,256,70,1319
761,128,512,1096,135,518,1096,135,512,1096,128,518,1096,135,518,1105,128,512,1105,135,512,1105,128,518,1105
760,128,512,1106,170,519,1106,170,512,1106,128,519,1106,170,519,1123,128,512,1123,170,512,1123,128,519,1123
759,1,1,1123,13,38,1123,13,1,1123,1,38,1123,13,38,1162,1,1,1162,13,1,1162,1,38,1162
758,16,1,1123,74,62,1123,74,1,1123,16,62,1123,74,62,1136,16,1,1136,74,1,1136,16,62,1136
757,128,1,1123,131,4,1123,131,1,1123,128,4,1123,131,4,1132,128,1,1132,131,1,1132,128,4,1132
756,128,512,1124,229,634,1124,229,512,1124,128,634,1124,229,634,1316,128,512,1316,229,512,1316,128,634,1316
755,128,8,1123,193,43,1123,193,8,1123,128,43,1123,193,43,1141,128,8,1141,193,8,1141,128,43,1141
754,1,64,1125,175,162,1125,175,64,1125,1,162,1125,175,162,1374,1,64,1374,175,64,1374,1,162,1374
753,1,256,1125,75,439,1125,75,256,1125,1,439,1125,75,439,1340,1,256,1340,75,256,1340,1,439,1340
752,128,256,1125,144,303,1125,144,256,1125,128,303,1125,144,303,1166,128,256,1166,144,256,1166,128,303,1166
751,128,1,1133,130,4,1133,130,1,1133,128,4,1133,130,4,1139,128,1,1139,130,1,1139,128,4,1139
750,256,128,1133,267,159,1133,267,128,1133,256,159,1133,267,159,1207,256,128,1207,267,128,1207,256,159,1207
749,256,512,1176,388,733,1176,388,512,1176,256,733,1176,388,733,1339,256,512,1339,388,512,1339,256,733,1339
748,16,1,1137,23,38,1137,23,1,1137,16,38,1137,23,38,1167,16,1,1167,23,1,1167,16,38,1167
747,32,1,1137,46,18,1137,46,1,1137,32,18,1137,46,18,1211,32,1,1211,46,1,1211,32,18,1211
746,64,1,1137,67,5,1137,67,1,1137,64,5,1137,67,5,1140,64,1,1140,67,1,1140,64,5,1140
745,64,8,1137,74,23,1137,74,8,1137,64,23,1137,74,23,1236,64,8,1236,74,8,1236,64,23,1236
744,256,128,1208,415,203,1208,415,128,1208,256,203,1208,415,203,1384,256,128,1384,415,128,1384,256,203,1384
743,128,1,1142,154,39,1142,154,1,1142,128,39,1142,154,39,1148,128,1,1148,154,1,1148,128,39,1148
